Series Name,Series Code,Country Name,Country Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,China,CHN,..,42727679407.24,190203789092.51,344074977062.48,253095616058.58,187169822364.755,235365050036.341,166083755721.649,174749584584.051,242489331627.399,268097181064.335,290928431467.003,241213868161.42,280072219149.935,243703434558.178,131057052869.5,171534650311.569,156249335203.202,124082035618.506,104108693867.085,68117272181.2194,57900937467.3864,53073618897.4036,47053000000,42095300000,41014000000,45644000000,45439000000,40180000000,35849200000,33787000000,27515000000,11156000000,4366000000,3487000000,3393000000,3194000000,2314000000,1875000000,1659000000,1258000000,636000000,430000000,265000000,57000000,80000,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chile,CHL,..,21737835925.3814,18236599109.4303,15176902318.5544,11447397288.6176,13579090978.7595,7942631935.04914,5237183518.21249,11362832162.4891,17766285629.0926,25527831848.9546,21120756844.0181,31801970676.0608,26369463388.8273,14849443157.025,12750321998.889,18811777951.3689,10545224588.4776,4755333483.36662,5990831828.9531,4968731407.62405,3485728421.75027,2549923142.41108,4199763048.85,4860015667.52,8761016217.84,4627817978,5271400000,4814616000,2957000000,2582100000,1034300000,936100000,822700000,661200000,1283500000,967900000,890500000,315500000,144300000,78000000,135000000,401000000,383000000,213000000,244000000,181000000,21000000,-1000000,50000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Egypt, Arab Rep.",EGY,..,9840600000,11399900000,5122300000,5851800000,9010100000,8141300000,7408700000,8106800000,6925200000,4612200000,4192200000,2797700000,-482700000,6385600000,6711600000,9494600000,11578100000,10042800000,5375600000,1253300000,237400000,646900000,509900000,1235000000,1065300000,1076000000,890550000,636000000,598000000,1256000000,493000000,459000000,253000000,734000000,1250181818.18182,1190000000,947714285.714286,1217428571.42857,1177571428.57143,729142857.576871,490000000.7,293571428.990816,752571429.646531,548285715.06898,1216285716.02327,318166137.202863,104777603.416204,61000000,8000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ethiopia,ETH,..,3262966283.51939,3669991332.17486,4259445795.28263,2395799880.65984,2548743427.35754,3360419368.65295,4017159564.65434,4142937496.46329,2626517918.313,1855052153.64107,1343876023.73137,278562822.162861,628624805.998665,288271568.250744,221459581.361984,108537543.965443,222000572.994807,545257102.178304,265111675.482385,545100000,465000000,255000000,349400000,134640000,69980000,260670000,288490000,21930000,14140000,17210000,3500000,170000,..,..,0,0,0,0,0,0,0,0,0,0,0,0,5845410.63084319,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Denmark,DNK,..,4576876842.84454,30820919526.0381,16997286703.2256,1294050740.46455,-3801733788.9774,8764023726.34583,3607276299.51791,7804020827.15213,1842994663.46023,6577348986.65252,680338945.938662,-16349825685.2634,13558894634.3461,-11501101751.4986,3779250819.20381,2191215665.76653,11809448518.2128,2385249288.38419,12847031342.3671,-8804165491.1002,1184825159.91313,4430703178.95052,9286404805.96887,36013297907.195,16847919225.9809,6674661469.00366,2791671359.18635,773444115.829278,4139423319.68617,5006178362.05013,1712766177.96811,1017385349.25764,1552515350.88704,1132146349.95011,1089565259.94644,503338112.91511,84660817.1227545,163266341.137938,111103417.555728,-15356842.1248586,60130799.9938145,133850097.285508,99454249.8990494,104119701.030049,223893245.381989,89464875.4173497,75799728.5000125,-190295662.759812,266942015.475092
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Greece,GRC,..,4722066764.49034,7947989003.13405,6132475888.3553,3303648833.22836,4999635989.53693,4025447788.57703,3439131879.75517,2698544612.16074,1268938505.86333,2697339246.05447,2945271844.68569,1662090329.838,1092191387.83039,532926980.500431,2766296835.47184,5733447473.24928,1957124444.19442,5411403362.23117,688484256.649083,2147927926.7584,1408086698.62351,34180546.5370639,2001266.56220201,-8195469.28845516,82701091.4183123,71200000,984000000,1058000000,1053000000,981000000,977000000,1144000000,1135000000,1005000000,752000000,907000000,683000000,471000000,447000000,485000000,439000000,436000000,520000000,672000000,613000000,428000000,387000000,305000000,24000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,France,FRA,..,8803377981.64788,109574904464.643,98012545019.1631,19368829836.4654,53499337503.7413,77493098693.2378,43733253503.8812,35623357280.0881,43133325471.3567,5063648998.48312,33461592993.8228,32944663317.8722,44205811126.5792,38889439213.3126,18422928061.9131,67997446904.9733,83777598395.4499,78957053786.1349,85137061931.2536,35608535812.8719,42350800678.3509,51550483853.8509,50142053918.8909,41389082664.7628,45971216472.0884,29518429032.2114,23047924754.756,21971888803.0024,23736300874.0228,15797125294.9865,20754044035.6782,21839501253.074,15152742089.8424,13183285334.811,10303924628.9084,8489906284.29327,5139716801.65678,3255870956.36327,2595492779.80055,2397989218.95718,1725670868.53761,1585298782.09975,2469631624.9973,3282773277.87031,2588309412.66379,2471468400.48404,1896159371.65279,977422843.564051,1563849883.25955
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,India,IND,..,28078983530.3979,49940258404.266,44727277562.881,64362364994.3754,50610647353.5912,42117450737.2644,39966091358.7384,44458571545.798,44009492129.5319,34576643694.1383,28153031270.3203,23995685014.2142,36498654597.8589,27396885033.7839,35581372929.6642,43406277075.8109,25227740886.6819,20029119267.1396,7269407225.61438,5429250989.85717,3681984671.43429,5208967106.27894,5128093561.62688,3584217307.18756,2168591054.37924,2634651657.77141,3577330042.34585,2426057021.91092,2143628110.28392,973271468.722874,550370024.929383,276512438.973893,73537638.3885329,236690000,252099999.9,91250000,212319999.9,117730000,106090000,19239999.9,5639999.9,72079999.9,91920000,79159999.9,48570000,18090000,-36060000,-7706430.54257424,-10326246.7051639
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jordan,JOR,..,842816901.408451,1251408450.70423,621830985.915493,760281690.140845,729718309.859155,954929577.464789,2029718309.85915,1552957746.47887,1600281690.14085,2178450704.22535,1946597204.0421,1548450704.22535,1486056338.02817,1688394366.19718,2413098591.5493,2826744496.33301,2622144778.84372,3544005641.74894,1984485190.40903,936812411.847673,546967559.943583,238222874.679327,273628171.251894,913258110.014104,157968970.380818,310014104.372355,360930888.575458,15514809.5909732,13308089.2065636,2854731.793423,-33548530.1487944,40722566.9809784,-11887398.0426124,37646775.3107837,-1349805.31263636,23731746.1964068,39498588.0163604,22754208.3817977,24948927.4552075,77487832.8920638,34864661.930461,59432045.5732508,140813771.704931,33830643.4610655,26371066.4697691,56431307.4522209,11230237.2141552,-7530498.54168533,25641693.8912574
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Rep.",KOR,..,15178400000,25044700000,22060400000,8764900000,9634300000,12182600000,17912900000,12104300000,4104100000,9273600000,12766600000,9495900000,9773000000,9497400000,9021900000,11187500000,8826900000,9161900000,13643200000,13294400000,7010000000,5475100000,6522300000,11509400000,10726300000,5989200000,3301100000,2782600000,2487100000,1136600000,832300000,1001600000,1455200000,1045600000,1389600000,1293100000,838600000,682500000,355300000,223300000,184300000,120900000,155100000,47100000,172000000,89000000,94000000,81000000,6000000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mexico,MEX,..,30213854856,39123758094,35419710934,31527700047,29946364954,37857190609,33114781921,38899515576,36249951781,28438274451,50927453416,18231597858,23894767260,30525430173,19652158435,29754006366,31019642670,22128354340,25161667683,25142732841,18157929031,20160111120,30060020323,18382284821,13941043232,12756764558,12829800000,9185600000,9526290000,10972500000,4389000000,4393000000,4762000000,2634000000,3174000000,2879000000,2634000000,2400000000,1984000000,1542000000,2192000000,1901000000,3078000000,2090000000,1332000000,658162999.9,327101999.9,731451000,458411000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malaysia,MYS,..,7918601050.23636,15027992710.6145,20245157326.8024,4058769678.64231,9154921685.03934,8304480741.65267,9368469822.66146,13470089920.807,9857162111.82329,10619431582.9781,11296279513.9209,8895774250.70402,15119439203.9543,10885801851.6194,114664434.56228,7572512432.33635,9071369834.83859,7690731245.66747,3924786634.73868,4376052631.57895,3218947368.42105,3192894736.8421,553947368.421052,3787631578.94737,3895263157.89474,2163401815.57573,5136514575.67472,5078414947.87739,4178239335.0381,4341800916.32297,5005642759.8826,5183358086.40239,3998448522.46006,2332455289.06142,1667871568.72095,719418050.366902,422679709.984833,488874111.042602,694712466.229254,797476861.322828,1260527733.35506,1397196045.41608,1264688331.16862,933903976.260897,573467421.839787,499991004.965365,405885818.525049,381259652.112456,350491202.931934
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Morocco,MAR,..,1095981205.98255,2294356059.17334,2264148625.4107,1418713118.61153,1720825003.13095,3544387229.27822,2680109856.21237,2153363904.93515,3252913902.35666,3525384612.43801,3360909924.36421,2841954371.38454,2521362080.65559,1240625859.11404,1970323920.01346,2466288357.37234,2825801376.44064,2460787164.18439,1670609688.92878,893325392.835825,2312829823.25089,480355698.049863,2824557251.52006,426553283.860634,826974026.933263,308712164.430615,1079341332.03085,357393801.789474,334768272.8902,550924373.94834,491466064.599826,422470462.497987,317462140.572328,165122977.794539,167056032.101148,84661627.5741094,59574900.7832664,549182.496104443,19975166.8598062,46989196.5550045,46123623.5045972,79528177.1036931,58581335.9912382,89416222.5895141,7437548.63717074,11759988.2428342,7994056.27289948,38014962.7431903,5019999.9
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Niger,NER,..,1025552444.43008,965975261.178016,594829131.824509,360653574.571153,717147639.398696,466042272.996923,338710710.13916,301332480.592526,529476871.090612,822967023.299916,719338470.495154,841227436.917788,1067186136.05029,796636157.883319,633819197.134754,283076206.886465,99073671.9321662,40310044.1411645,49753596.8290225,24411286.9008512,18529138.9736301,7827441.93508379,22587455.083808,15767212.3689839,1605268.5320866,-1764551.01056941,18959363.8524857,8630591.3895239,2233804.50010766,4075974.17260204,-34157055.6995134,56390110.9051159,11240419.5040432,40809537.2283734,-1564222.62618569,2155460.26276331,6405210.68258061,-12408104.9612365,-9382033.12946078,1446367.68238848,1215012.50762237,28216139.9055706,-6112652.71064773,49119755.0071979,46788844.8047331,42657877.3093679,12850065.2378702,9889077.68217057,22555805.050949
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nigeria,NGA,..,1872520530.04695,-186792428.930928,3313210000,2385277665.91608,2305099811.70358,775247400.003029,2412974916.23264,3453258407.9848,3064168904.45333,4693828631.89583,5562857987.46966,7069908427.93651,8841062050.77261,6026253091.34715,8555990006.71682,8194071895.46245,6036021404.82071,4854353979.09081,4982533930.21739,1874060886.97608,2005353563.06398,1874070753.14014,1190618643.59162,1140167556.01589,1004915630.70932,299566658.258911,469577019.807244,499276809.471007,335842164.964005,1959219858.15603,1345368587.00053,896641282.4724,712373362.47117,587882970.628472,1884249738.78897,378667097.69376,610552091.468468,193214907.534804,485581320.932238,189164784.859178,364434580.203909,430611256.454158,542327289.070406,-738870004.370972,309598869.22621,210933271.432604,440514242.45646,339000000,470120000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Netherlands,NLD,..,-309007494869.332,15562510629.6689,-115499072847.913,-221105619976.868,-127018529907.983,-286149009225.351,199506158819.428,275561931218.43,376243899818.588,143075412409.174,310545144479.816,259630856743.912,354419922371.847,53285507515.4429,203201497699.409,195530109750.281,733826501994.516,375506013118.293,209888825342.073,139920688181.89,20456442247.9523,25485041348.333,51998915897.6429,63109732334.5288,41161898489.8176,37618898706.3161,11033361089.8674,16604370594.2964,12206170578.6541,7126515355.23354,6380304064.21082,6186517513.00715,5623819474.59132,10675649732.6246,8559308808.21724,4781352995.57331,3029037166.55678,3129068297.9641,1504626364.02807,1716938277.23977,1357995933.68448,1227497017.75114,1799058373.12085,2278377890.29283,1715155179.12549,1082145422.59481,605297449.113877,581098299.089074,1232377357.41231
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Portugal,PRT,..,9733669984.95716,12828648527.8409,9239418034.41565,4165618741.23915,10814567640.9901,8390559335.10072,11088239861.7227,7350311647.43463,1264336592.67287,12512849286.8004,14590189381.8209,15623883335.1178,10397474492.0792,8998318741.7027,5752968835.13299,7820637675.50865,6014642426.68108,13394502768.4967,3367937006.69595,2485161769.22788,10354679114.3825,587893729.664141,6113785653.77638,7292581671.38614,740701804.322356,6071328302.64667,2710655379.72436,1571447864.59409,684572213.806635,1269714975.99474,1533880550.51382,1873428553.39103,2448454130.74956,2609986420.64142,1736891396.64047,921583433.36042,465868832.532615,238151215.917245,274036105.15449,198221489.400355,146837896.831381,144033051.576479,174486586.144107,156950738.21926,78304050.81546,65993577.4559346,57914757.951664,62999101.1965024,115351290.512931
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Russian Federation,RUS,..,-10045103795.0207,-39800944226.9806,40450000000,9478810000,31974770000,8784850000,28557440000,32538900000,6852970000,22031340000,69218890000,50587560000,55083630000,43167780000,36583100000,74782910000,55873680000,37594770000,15508050000,15402990000,7928630000,3473830000,2847300000,2678030000,3256530000,2761360000,4864650000,2579330000,2065720000,689570000,1210782000,1161000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Saudi Arabia,SAU,..,22803498160.5829,26710062133.3334,28350373333.3334,1621264195.43532,3079217251.32355,12141122232.904,1014062501.14037,21954833889.9561,3970644084.62136,1509063087.30335,3371408456.52722,5035060850.94588,4683855881.26771,4878894395.2517,436351281.582907,5505983968.58641,6175321114.57166,5975887388.89812,4385456396.44643,-334320000,-586506666.666667,-614133333.333333,19640000,-1881066666.66667,-778933333.333333,4283466666.66667,3039466666.66667,-1127466666.66667,-1874666666.66667,349333333.333333,1367200000,-78933333.3333333,160000000,1861333333.33333,-653333333.333333,-328000000,-1173333333.33333,965935919.055649,491422763.249557,4849863063.00966,4943904677.7352,11128383579.7373,6498136246.48581,-3192312799.51874,-1270516964.90373,555954027.570011,782964285.987057,-396600566.684589,1864901265.2374
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Africa,ZAF,..,3442331506.38971,9238990828.45043,40658789144.9382,3153552569.39325,5116098443.48715,5569462350.15205,2058579911.05235,2215307020.39541,1521139945.30532,5791659020.09997,8232518815.62083,4626029122.40007,4139289122.68737,3693271715.48139,7624489973.88189,9885001293.44358,6586792253.1097,623291744.34352,6522098178.18051,701422007.629779,783136092.25814,1479804588.75227,7270344986.4768,968831355.959091,1503332454.41012,550338595.971811,3810543923.03317,816389273.755429,1248424932.7343,374410441.074407,11290546.0235309,3358018.17406729,254133621.740141,-75722412.1197068,-201208430.59616,158437159.450014,-191667969.848626,-50487073.695263,-452643658.30137,419500000,70900000,329699999.9,65000000,-10300000,-484547334.2,-109250027.3125,-121900030.475,18400004.6,187962807.7046
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Spain,ESP,..,42953066297.9842,65488854829.248,64626902393.5776,37683095972.4206,30322872791.4496,63958429156.7585,33577736758.6065,44962670965.5697,23777330434.0906,31972292815.4556,47143326585.2816,20848479095.5802,26832032514.6508,36609340306.4933,9549813317.16403,74088629877.4064,68229666915.1456,32927841460.4151,27007774843.3639,25268192650.5771,30744905690.6608,39359708554.1526,28909416991.4693,40509751188.4293,19628574139.8537,15714658309.111,9433660064.59714,9801379213.11597,8281607344.6532,8772628136.87355,10808165172.6317,13275723087.2105,12492782828.6164,13983611812.0265,8428379548.62269,7020568173.67176,4570700793.28043,3450598177.34751,1967804468.48446,1771829759.76171,1622388936.13354,1782685065.75119,1706766879.37235,1492697189.6098,1396810448.79965,1178156262.29804,607674770.017613,477622019.881708,682635310.557578
